hotel_names,prices,total_reviews,url,ratings
West 119th B&B,,53 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12722932-Reviews-Macy_Empire-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Harlem Grand,,127 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3849364-Reviews-Pacific_Loft_Guesthouse-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Gramercy Townhouse by Sudha,,39 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12640715-Reviews-Chelsea_Cabins-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Collective Governors Island,,197 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2049257-Reviews-Uchino_Domitory-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
AKA Sutton Place,,67 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15216421-Reviews-Northern_Lights_Mansion-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Candy Hill Harlem,,465 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15642261-Reviews-Manhattan_Lodging-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Jazz on Columbus Circle,,236 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7098279-Reviews-Manhattan_Hostel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Oakwood at The Nash,,94 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15035436-Reviews-Be_Local_Chinatown-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Beekman Tower,,71 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15697497-Reviews-Studio_Apartments-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The International Cozy Inn,,135 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12224088-Reviews-Chelsea_Art_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Chelsea International Hostel,,740 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d501626-Reviews-Jazz_on_the_Town_Hostel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Village House NY,,45 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d11798431-Reviews-Studio_plus_Apartment-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
102 Brownstone,,97 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15688605-Reviews-Private_Room_in_Time_Square-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Living Manhattan,,61 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1058246-Reviews-Central_Park_Studios_at_Lexington_Ave_Co-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Menno House,,27 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d549761-Reviews-Dexter_House_Hostel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Efuru Guest House,,77 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d8872656-Reviews-Manhattan_Bowery_Lodge-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Apt 168,,20 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d5483129-Reviews-Five_Spot_Loft-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
International Student Center,,76 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d122016-Reviews-The_Gracie_Inn-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
New York Hostel 99,,20 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1737422-Reviews-Fit_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Chelsmore Apartments,,27 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d667410-Reviews-Candy_Hostel-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
The Yale Club,,8 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1540349-Reviews-West_46th_Street_Apartment-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Jumel Terrace Bed and Breakfast,,8 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17497785-Reviews-SoBe_City_Apartments-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Imperial Court Hotel,,504 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7930077-Reviews-Upper_East_Side_Apartments-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Midtown Lodging,,17 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3952879-Reviews-Sugar_Hill_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Trip and the City,,5 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15631974-Reviews-Seaman_Apartment-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
W55NY,,23 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15638538-Reviews-Tribeca_Lofts-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Design Dream,,25 reviews,,4 of 5 bubbles
Chelsea Pods,,37 reviews,,3.5 of 5 bubbles
Saint Marks Place Studio Apartments,,13 reviews,,3.5 of 5 bubbles
Liberty Inn,,5 reviews,,5 of 5 bubbles
Oakwood 24 East 38th Street,,8 reviews,,5 of 5 bubbles
The Harlem YMCA,,234 reviews,,5 of 5 bubbles
Upper Yorkville Suites,,56 reviews,,4 of 5 bubbles
Michael,,40 reviews,,5 of 5 bubbles
Hotel 99,,158 reviews,,4 of 5 bubbles
The Bowery House by OYO,,670 reviews,,3.5 of 5 bubbles
Harlem Bed and Breakfast,,78 reviews,,5 of 5 bubbles
1600 Broadway on the Square,,19 reviews,,3.5 of 5 bubbles
Central Park Inn,,162 reviews,,4 of 5 bubbles
59th Street Bridge Suites,,6 reviews,,3.5 of 5 bubbles
Soldiers Sailors Marines Club,,62 reviews,,3.5 of 5 bubbles
Interfaith Retreats,,22 reviews,,5 of 5 bubbles
Harlem 144 Guest House,,24 reviews,,5 of 5 bubbles
Hotel Park 79,,6 reviews,,3.5 of 5 bubbles
ComfortStayNYC,,5 reviews,,3.5 of 5 bubbles
Times Square Dream Hostel,,47 reviews,,5 of 5 bubbles
Green Holidays Apartments,,4 reviews,,4 of 5 bubbles
Shepherd Guest House,,2 reviews,,5 of 5 bubbles
Chelsea Center Hostel,,38 reviews,,3.5 of 5 bubbles
Time Square Apartments,,32 reviews,,4.5 of 5 bubbles
A accomodation B&B,,2 reviews,,3.5 of 5 bubbles
short term stay nyc,,3 reviews,,4.5 of 5 bubbles
Bed and Breakfast NYC,,2 reviews,,4 of 5 bubbles
Landmark Guest Rooms,,11 reviews,,5 of 5 bubbles
Macy's Apartments,,16 reviews,,3.5 of 5 bubbles
The Gallery House,,1 review,,3 of 5 bubbles
Manhattan Guest Suites,,1 review,,3 of 5 bubbles
Irving Manor,,1 review,,4 of 5 bubbles
Global Luxury Suites at Symphony House,,2 reviews,,4.5 of 5 bubbles
180 Water,,1 review,,3 of 5 bubbles
Residences at 51st Street and 7th Avenue,,2 reviews,,4 of 5 bubbles
Riverside Terrace New York,,12 reviews,,3.5 of 5 bubbles
Furnished Dwellings,,1 review,,3.5 of 5 bubbles
East River by Central Park Suites,,23 reviews,,4 of 5 bubbles
New York Apartments Hotel - Extended Stay,,4 reviews,,5 of 5 bubbles
House of the Redeemer,,3 reviews,,4 of 5 bubbles
116 John Street Apartments,,3 reviews,,4 of 5 bubbles
Lincoln Road Bed & Breakfast,,4 reviews,,4 of 5 bubbles
La Maison d'Art,,1 review,,3.5 of 5 bubbles
Worldwide Plaza,,5 reviews,,4 of 5 bubbles
Little Apple Manhattan Inn,,20 reviews,,3 of 5 bubbles
The Rivieria New York,,1 review,,3 of 5 bubbles
WaterView Apartment - New York,,2 reviews,,3 of 5 bubbles
My City House,,1 review,,3 of 5 bubbles
Midtown Deluxe Apartments,,4 reviews,,3 of 5 bubbles
Orchard Guesthouse,,3 reviews,,3 of 5 bubbles
Royal Suites Manhattan,,8 reviews,,3 of 5 bubbles
Bridgestreet 85 John Street,,2 reviews,,3 of 5 bubbles
The Modern @ Rockefeller,,1 review,,3 of 5 bubbles
Mulberry Suites NYC,,1 review,,3 of 5 bubbles
Macy Empire Apartments,,3 reviews,,3 of 5 bubbles
I Love Dormitory,,18 reviews,,2.5 of 5 bubbles
Times Square Towers,,13 reviews,,3 of 5 bubbles
Times Square West Hostel,,2 reviews,,2 of 5 bubbles
A Town House Stay,,3 reviews,,3.5 of 5 bubbles
Oxbridge Apartments Carnegie Hill,,37 reviews,,2 of 5 bubbles
Trump Park Avenue,,2 reviews,,2.5 of 5 bubbles
Village Guest House,,4 reviews,,2.5 of 5 bubbles
322 East 39 Street Apartments,,2 reviews,,2.5 of 5 bubbles
Signature Suites 455 Inn,,1 review,,2.5 of 5 bubbles
Kore 31,,1 review,,2 of 5 bubbles
Times Square World,,1 review,,3 of 5 bubbles
Alma Mathews House,,1 review,,2 of 5 bubbles
Museum Bed and Breakfast,,1 review,,1 of 5 bubbles
Kore Properties - 94,,3 reviews,,2.5 of 5 bubbles
Abode Bed and Breakfast,,4 reviews,,2.5 of 5 bubbles
Residences in the Financial District,,4 reviews,,2 of 5 bubbles
Chelsea Center East,,5 reviews,,1 of 5 bubbles
Churchill at 15 Park Row,,1 review,,2 of 5 bubbles
Hotel Five44,,129 reviews,,2.5 of 5 bubbles
RIFF Downtown,,118 reviews,,3 of 5 bubbles
Elegant Retreats,,1 review,,3 of 5 bubbles
Highbridge House,,1 review,,3 of 5 bubbles
Kore Properties - 92,,1 review,,2 of 5 bubbles
Times Square West Midtown Apartment,,1 review,,3 of 5 bubbles
AAE New York Hostel Inn Queen,,3 reviews,,2 of 5 bubbles
Thomas Family B&B,,29 reviews,,1 of 5 bubbles
Soho Bed and Breakfast,,2 reviews,,1 of 5 bubbles
Jazz on the City Hostel,,38 reviews,,3 of 5 bubbles
On the Hudson House,,1 review,,2.5 of 5 bubbles
Times Square Beds,,4 reviews,,2.5 of 5 bubbles
Avenue Suites,,1 review,,3 of 5 bubbles
Javind Suites,,2 reviews,,1.5 of 5 bubbles
West 57 Apt Corporation,,4 reviews,,2.5 of 5 bubbles
Eden House Apartment,,4 reviews,,2 of 5 bubbles
Kore Properties 73,,3 reviews,,2.5 of 5 bubbles
Midtown Stay,,1 review,,1 of 5 bubbles
NY Oyado,,31 reviews,,1 of 5 bubbles
Pied-A-Terre on Washington Heights,,2 reviews,,1 of 5 bubbles
Bridgestreet The Sheffield,,1 review,,2.5 of 5 bubbles
Sakuratei,,4 reviews,,2.5 of 5 bubbles
Village Apartments,,9 reviews,,1 of 5 bubbles
Splendid Apartment by Times SQ,,1 review,,2.5 of 5 bubbles
Wall Street Residences by East Coast,,1 review,,2.5 of 5 bubbles
The G Suites,,2 reviews,,2.5 of 5 bubbles
Westside Pearl,,10 reviews,,2.5 of 5 bubbles
NYC Guesthouse,,8 reviews,,3 of 5 bubbles
Manhattan Studio Apartments,,1 review,,2.5 of 5 bubbles
Hotel 309,,506 reviews,,2.5 of 5 bubbles
Loft 109 NY,,1 review,,2.5 of 5 bubbles
The Melva Inn,,29 reviews,,2 of 5 bubbles
Jenny's Apartments - Upper East Side,,1 review,,1.5 of 5 bubbles
Residence Suites,,1 review,,2.5 of 5 bubbles
Serene Homes E25,,1 review,,1 of 5 bubbles
Woogo - Central Park,,265 reviews,,2 of 5 bubbles
Macy Empire,,4 reviews,,2 of 5 bubbles
Pacific Loft Guesthouse,,11 reviews,,1 of 5 bubbles
Chelsea Cabins,,61 reviews,,2 of 5 bubbles
Uchino Domitory,,3 reviews,,1 of 5 bubbles
Northern Lights Mansion,,3 reviews,,2 of 5 bubbles
Manhattan Lodging,,2 reviews,,
Manhattan Hostel,,31 reviews,,
Be Local Chinatown,,1 review,,
Studio Apartments,,1 review,,
Chelsea Art Suites,,1 review,,
Jazz on the Town Hostel,,37 reviews,,
Studio-plus Apartment,,32 reviews,,
Private Room in Time Square,,1 review,,
Central Park Studios at Lexington Ave. Co.,,45 reviews,,
Dexter House Hostel,,98 reviews,,
Manhattan Bowery Lodge,,47 reviews,,
Five Spot Loft,,15 reviews,,
The Gracie Inn,,184 reviews,,
Fit Hotel,,151 reviews,,
Candy Hostel,,354 reviews,,
West 46th Street Apartment,,53 reviews,,
SoBe City Apartments,,9 reviews,,
Upper East Side Apartments,,3 reviews,,
Sugar Hill Suites,,28 reviews,,
Seaman Apartment,,2 reviews,,
Tribeca Lofts,,5 reviews,,
5th Avenue Suites - New York,,16 reviews,,
The Pina - A Private Residence Hotel,,4 reviews,,
Bowery's Whitehouse Hotel,,354 reviews,,
Empire 120,,0 reviews,,
Chez Oseye Bed & Breakfast,,0 reviews,,
Worldwide Plaza,,0 reviews,,
AREI's Guesthouse,,0 reviews,,
Upper Manhattan Deluxe,,0 reviews,,
Kore 58,,0 reviews,,
Signature Suites The Trophy Suites,,0 reviews,,
Harlem Hospitality House,,0 reviews,,
Midtown East Dormitory for Woman,,0 reviews,,
Fane Hotel,,0 reviews,,
Wyndham Garden Rego Park,,0 reviews,,
NY City Stay Upper East Side,,0 reviews,,
Studio 75,,0 reviews,,
Upper East Guesthouse,,0 reviews,,
Hotel Caribe,,0 reviews,,
Signature SoHo Suites,,0 reviews,,
Private Rooms in Hamilton Heights,,0 reviews,,
Mildred at the Park,,2 reviews,,
United Nations Apartment Hotel,,26 reviews,,
Bei NY-Queens,,0 reviews,,
Bluebird Suites in Midtown West,,0 reviews,,
Interfaith East Village,,0 reviews,,
Abcstay,,0 reviews,,
Bridgestreet at Centria,,0 reviews,,
West 30th Street Guest House,,0 reviews,,
Sonder — One Platt,,0 reviews,,
Lita's New York Apartments,,0 reviews,,
Churchill Suites East Side,,0 reviews,,
Global Luxury Suites at 300 East 39th Street,,0 reviews,,
PermaGO FiDi,,0 reviews,,
MiHostel,,0 reviews,,
Signature Suites Battery Park,,0 reviews,,
Olympia House,,0 reviews,,
Mycity Duplex,,0 reviews,,
Kore Properties 83,,0 reviews,,
TerraceStay,,0 reviews,,
Bella Guest House,,0 reviews,,
Upper East Suites & Duplex,,0 reviews,,
The Western Corner Hostel,,0 reviews,,
Archstone East 39th,,0 reviews,,
515 Flats,,0 reviews,,
Highbridge House 173rd Street,,0 reviews,,
A Cozy Mountain Rest Guest House,,0 reviews,,
Upper West Side Townhouse,,0 reviews,,
The Pearl,,0 reviews,,
Private Bedroom in New York City,,0 reviews,,
Shared Room Manhattan,,0 reviews,,
Westway Hotel Laguardia Airport,,0 reviews,,
Times Square Highline Two Bedroom,,0 reviews,,
Bryant Park Studio Apartment Times Square South,,0 reviews,,
Studios in NYC,,0 reviews,,
Sonder — The Nash,,0 reviews,,
Budget Stay In Williamsburg,,0 reviews,,
NYC Summer Dorms Queens,,0 reviews,,
The Quiet Inn on Central Park,,0 reviews,,
212 East 26th Street,,0 reviews,,
Francesco Times Square Apartment,,0 reviews,,
