hotel_names,prices,total_reviews,url,ratings
The Westin New York at Times Square,$899,"3,821 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d249712-Reviews-The_Westin_New_York_at_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Gatsby Hotel,$607,167 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d247814-Reviews-The_Gatsby_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Vanderbilt YMCA,$263,"1,599 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d113325-Reviews-The_Vanderbilt_YMCA-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Tuscany - A St Giles Signature Hotel,$135,"2,507 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93431-Reviews-The_Tuscany_A_St_Giles_Signature_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton Garden Inn New York/Tribeca,$299,"1,777 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d632551-Reviews-Hilton_Garden_Inn_New_York_Tribeca-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHotel Pennsylvania,$244,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Hampton Inn Manhattan-Seaport-Financial District,$995,"1,338 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d277882-Reviews-Hampton_Inn_Manhattan_Seaport_Financial_District-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Aloft Manhattan Downtown Financial - District,"$178
$161",344 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d7605857-Reviews-Aloft_Manhattan_Downtown_Financial_District-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Hugo,$215,"1,999 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6219365-Reviews-Hotel_Hugo-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Moderne Hotel,$289,"2,302 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99354-Reviews-Moderne_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Aloft Harlem,$227,817 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1878946-Reviews-Aloft_Harlem-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,$305,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Off Soho Suites,$219,317 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93374-Reviews-Off_Soho_Suites-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Holiday Inn Manhattan 6th Ave - Chelsea,$130,"1,578 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d673080-Reviews-Holiday_Inn_Manhattan_6th_Ave_Chelsea-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Mr. C Seaport,"$199
$159",158 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d14920907-Reviews-Mr_C_Seaport-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
TRYP New York City Times Square South,$149,"4,841 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d2253206-Reviews-TRYP_New_York_City_Times_Square_South-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Holiday Inn New York City - Wall Street,$178,817 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1234559-Reviews-Holiday_Inn_New_York_City_Wall_Street-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,"$196
$127",119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
"The Renwick Hotel New York City, Curio Collection by Hilton","$108
$81","1,912 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8680787-Reviews-The_Renwick_Hotel_New_York_City_Curio_Collection_by_Hilton-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Americana Inn,$114,820 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121981-Reviews-Americana_Inn-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Loews Regency New York,$160,"2,273 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93607-Reviews-Loews_Regency_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Avalon Hotel,"$169
$152","2,336 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99387-Reviews-Avalon_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton New York Fashion District,$190,"3,992 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1601249-Reviews-Hilton_New_York_Fashion_District-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
NYCASA 46 Hotel,$179,"2,352 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d112021-Reviews-NYCASA_46_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Jane,"$232
$162","1,624 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1181739-Reviews-The_Jane-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Seton Hotel,$251,954 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Chelsea,$195,"1,014 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1949647-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Chelsea-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Hotel At Fifth Avenue,$184,"3,088 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99774-Reviews-The_Hotel_At_Fifth_Avenue-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHeritage Hotel New York City,$305,"1,120 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93401-Reviews-Heritage_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Hilton Garden Inn New York/West 35th Street,$347,"6,126 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1218792-Reviews-Hilton_Garden_Inn_New_York_West_35th_Street-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
"The Renwick Hotel New York City, Curio Collection by Hilton","$511
$295","1,912 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8680787-Reviews-The_Renwick_Hotel_New_York_City_Curio_Collection_by_Hilton-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Belleclaire,$204,"4,346 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93390-Reviews-Hotel_Belleclaire-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Seton Hotel,$159,954 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d121991-Reviews-Seton_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
LUMA Hotel Times Square,"$627
$594","1,036 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d10679074-Reviews-LUMA_Hotel_Times_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,"$196
$127",119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Watson Hotel,"$299
$238","5,358 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93344-Reviews-The_Watson_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Chelsea Inn - 17th Street,$240,266 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d80081-Reviews-Chelsea_Inn_17th_Street-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Marlton Hotel,"$259
$172",769 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d4972409-Reviews-The_Marlton_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel Henri,$200,825 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12076837-Reviews-Hotel_Henri-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel 31,$69,"1,756 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d126257-Reviews-Hotel_31-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredWellington Hotel,"$351
$299","8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Solita Soho Hotel,$249,556 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d488793-Reviews-Solita_Soho_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
West Side YMCA,$186,"1,571 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93627-Reviews-West_Side_YMCA-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Jazz on the Park,"$255
$189",615 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d2290672-Reviews-Jazz_on_the_Park-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Fitzpatrick Manhattan,$340,"1,776 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d113309-Reviews-Fitzpatrick_Manhattan-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Sohotel,$184,"1,864 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d292140-Reviews-Sohotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredHotel Pennsylvania,$179,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
The Central Park North,$195,100 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6899174-Reviews-The_Central_Park_North-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The Ludlow New York City,$271,874 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d6727310-Reviews-The_Ludlow_New_York_City-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Courtyard New York Manhattan/Chelsea,$303,"1,114 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d5039880-Reviews-Courtyard_New_York_Manhattan_Chelsea-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Holiday Inn NYC - Lower East Side,$249,817 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3236642-Reviews-Holiday_Inn_NYC_Lower_East_Side-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
American Dream Hostel,$895,321 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d504589-Reviews-American_Dream_Hostel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,$169,"11,796 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Belvedere Hotel,$330,"6,260 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93569-Reviews-Belvedere_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Wolcott Hotel,$259,"2,904 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93333-Reviews-The_Wolcott_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Comfort Inn Midtown West,$761,758 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3502291-Reviews-Comfort_Inn_Midtown_West-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Shocard at Times Square,"$383
$305",486 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d254605-Reviews-Hotel_Shocard_at_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Carvi NYC,$395,682 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1235341-Reviews-Carvi_NYC-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Riverside Tower Hotel,$799,780 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93539-Reviews-Riverside_Tower_Hotel-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
Fairfield Inn & Suites New York Downtown Manhattan/World Trade Center Area,$134,241 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12906143-Reviews-Fairfield_Inn_Suites_New_York_Downtown_Manhattan_World_Trade_Center_Area-New_York_City.html#REVIEWS,4.5 of 5 bubbles
Washington Square Hotel,$429,"1,852 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93382-Reviews-Washington_Square_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Allen Hotel,$220,127 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12913546-Reviews-The_Allen_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Courtyard New York Manhattan/Times Square,$122,"1,640 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99368-Reviews-Courtyard_New_York_Manhattan_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,"$351
$299",119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
"Club Quarters Hotel, Grand Central",$159,"2,221 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d4451787-Reviews-Club_Quarters_Hotel_Grand_Central-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Innside By Melia New York NoMad,$536,"3,138 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8873263-Reviews-Innside_By_Melia_New_York_NoMad-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Dream Midtown,$260,"1,145 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Towers at Lotte New York Palace,"$1,045","2,150 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d4702789-Reviews-The_Towers_at_Lotte_New_York_Palace-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Hotel 48LEX New York,$379,"2,091 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d2148819-Reviews-Hotel_48LEX_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredGrand Hyatt New York,$179,"11,798 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Hotel Plaza Athenee,$555,933 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93606-Reviews-Hotel_Plaza_Athenee-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Hilton Club - New York,$846,891 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1379306-Reviews-The_Hilton_Club_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Best Western Bowery Hanbee Hotel,"$242
$229","1,618 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1060157-Reviews-Best_Western_Bowery_Hanbee_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Best Western Queens Court Hotel,$245,276 reviews,https://www.tripadvisor.com//Hotel_Review-g47729-d249780-Reviews-Best_Western_Queens_Court_Hotel-Flushing_Queens_New_York.html#REVIEWS,3.5 of 5 bubbles
Gild Hall A Thompson Hotel,$135,"2,329 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d122014-Reviews-Gild_Hall_A_Thompson_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredWellington Hotel,"$196
$127","8,450 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
The St. Regis New York,$233,"1,115 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93614-Reviews-The_St_Regis_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hyatt Herald Square New York,$527,"1,362 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1940859-Reviews-Hyatt_Herald_Square_New_York-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Dylan Hotel NYC,$945,"1,199 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d217622-Reviews-Dylan_Hotel_NYC-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Hilton Garden Inn New York/Central Park South-Midtown West,$285,"3,456 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d5786212-Reviews-Hilton_Garden_Inn_New_York_Central_Park_South_Midtown_West-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
WeLive Wall Street,$106,31 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17189112-Reviews-WeLive_Wall_Street-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,$178,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
Redford Hotel,$184,8 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1583937-Reviews-Redford_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Harlem Lofts,$161,4 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15632326-Reviews-Harlem_Lofts-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Hendricks,$725,302 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d16734556-Reviews-Hotel_Hendricks-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Amsterdam Court Hotel,$180,"4,201 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d80075-Reviews-Amsterdam_Court_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
La Quinta Inn & Suites by Wyndham Manhattan Midtown,"$159
$143",34 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17765111-Reviews-La_Quinta_Inn_Suites_by_Wyndham_Manhattan_Midtown-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
SponsoredHotel Pennsylvania,$244,"2,082 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d214197-Reviews-Hotel_Pennsylvania-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
The Allen Hotel,$345,127 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12913546-Reviews-The_Allen_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hudson Yards HK1,"$279
$203",1 review,https://www.tripadvisor.com//Hotel_Review-g60763-d19750657-Reviews-Hudson_Yards_HK1-New_York_City_New_York.html#REVIEWS,2 of 5 bubbles
The Nolitan Hotel,"$280
$274","1,072 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1746459-Reviews-The_Nolitan_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hotel St.James,$575,"3,189 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d290978-Reviews-Hotel_St_James-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Holiday Inn Express New York City Times Square,$169,"2,563 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1139717-Reviews-Holiday_Inn_Express_New_York_City_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Leo House,$197,845 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1488084-Reviews-Leo_House-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Travel Inn Hotel New York,$90,"2,010 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93622-Reviews-Travel_Inn_Hotel_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Westgate New York Grand Central,$119,198 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93339-Reviews-Westgate_New_York_Grand_Central-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Chelsea Savoy Hotel,$999,837 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d112019-Reviews-Chelsea_Savoy_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Mansfield,$249,135 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93586-Reviews-The_Mansfield-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
SponsoredFairfield Inn & Suites New York Manhattan/Times Square South,$305,119 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d15288816-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Mondrian Park Avenue,$165,659 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d12845266-Reviews-Mondrian_Park_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
The Beekman A Thompson Hotel,$100,"1,208 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d8615610-Reviews-The_Beekman_A_Thompson_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Gansevoort Meatpacking NYC,$250,"2,185 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d287626-Reviews-Gansevoort_Meatpacking_NYC-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hyatt Union Square New York,,"2,099 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d3533197-Reviews-Hyatt_Union_Square_New_York-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
"Club Quarters Hotel, Times Square -Midtown",,"2,485 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d223021-Reviews-Club_Quarters_Hotel_Times_Square_Midtown-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredGrand Hyatt New York,,"11,798 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93450-Reviews-Grand_Hyatt_New_York-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Roger Smith Hotel,,"2,709 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d80107-Reviews-Roger_Smith_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
THE PAUL NYC- Hotel New York City,,"1,139 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d7182733-Reviews-THE_PAUL_NYC_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
The Sherry-Netherland Hotel,,831 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d93559-Reviews-The_Sherry_Netherland_Hotel-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Langham New York Fifth Avenue,,"2,759 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d1776857-Reviews-The_Langham_New_York_Fifth_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hyatt Place New York City/Times Square,,188 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17761594-Reviews-Hyatt_Place_New_York_City_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredLibrary Hotel by Library Hotel Collection,,"4,898 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d224221-Reviews-Library_Hotel_by_Library_Hotel_Collection-New_York_City_New_York.html#REVIEWS,5 of 5 bubbles
The Times Square EDITION,,241 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d13451795-Reviews-The_Times_Square_EDITION-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
World Hotel,,431 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d267183-Reviews-World_Hotel-New_York_City_New_York.html#REVIEWS,1.5 of 5 bubbles
Moxy NYC East Village,,212 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17783246-Reviews-Moxy_NYC_East_Village-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hilton Garden Inn New York/Midtown Park Ave,,"1,567 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
New York Marriott East Side,,"2,604 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93475-Reviews-New_York_Marriott_East_Side-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SponsoredWellington Hotel,,"8,451 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99307-Reviews-Wellington_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Courtyard New York Manhattan/Herald Square,,948 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d4053479-Reviews-Courtyard_New_York_Manhattan_Herald_Square-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Park South Hotel,,"3,126 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d225942-Reviews-Park_South_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Courtyard New York Manhattan/SoHo,,649 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1845644-Reviews-Courtyard_New_York_Manhattan_SoHo-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Courtyard New York Manhattan/Fifth Avenue,,"1,037 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99391-Reviews-Courtyard_New_York_Manhattan_Fifth_Avenue-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Fairfield Inn & Suites New York Manhattan/Times Square South,,9 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d17990813-Reviews-Fairfield_Inn_Suites_New_York_Manhattan_Times_Square_South-New_York_City_New_York.html#REVIEWS,3 of 5 bubbles
SponsoredThe Hotel @ New York City,,"1,839 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d99388-Reviews-The_Hotel_New_York_City-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Hotel Mulberry,,696 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d1791248-Reviews-Hotel_Mulberry-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Hampton Inn Manhattan / Downtown - Financial District,,801 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d3580899-Reviews-Hampton_Inn_Manhattan_Downtown_Financial_District-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Econo Lodge Times Square,,"1,455 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93359-Reviews-Econo_Lodge_Times_Square-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
Carnegie Hotel,,258 reviews,https://www.tripadvisor.com//Hotel_Review-g60763-d10533358-Reviews-Carnegie_Hotel-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
Belnord Hotel,,"1,568 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d217627-Reviews-Belnord_Hotel-New_York_City_New_York.html#REVIEWS,3.5 of 5 bubbles
Excelsior Hotel,,"2,375 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d93334-Reviews-Excelsior_Hotel-New_York_City_New_York.html#REVIEWS,4 of 5 bubbles
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,,"1,234 reviews",https://www.tripadvisor.com//Hotel_Review-g60763-d4053109-Reviews-SpringHill_Suites_New_York_Midtown_Manhattan_Fifth_Avenue-New_York_City_New_York.html#REVIEWS,4.5 of 5 bubbles
